VCD info: dumpfile test.vcd opened for output.
pc: 0xxxxx ; opcode: xxxxxxx ; funct3: xxx ; funct7: xxxxxxx, a: xxxxxxxx ; b: xxxxxxxx ; op: x ; alu_out: xxxxxxxx ; ra: xxxxxxxx ; sp: xxxxxxxx ; a0: xxxxxxxx ; mem_rd_data: xxxxxxxx ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x03f4 ; opcode: 0010011 ; funct3: 000 ; funct7: 1011110, a: ffffffd0 ; b: fffffbc0 ; op: 0 ; alu_out: fffffb90 ; ra: 0000006c ; sp: ffffffd0 ; a0: 00008060 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x03f4 ; opcode: 0010011 ; funct3: 000 ; funct7: 1011110, a: ffffffd0 ; b: fffffbc0 ; op: 0 ; alu_out: fffffb90 ; ra: 0000006c ; sp: fffffb90 ; a0: 00008060 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x03f4 ; opcode: 0100011 ; funct3: 010 ; funct7: 0100000, a: ffffffd0 ; b: fffffbc0 ; op: 0 ; alu_out: 00000000 ; ra: 0000006c ; sp: fffffb90 ; a0: 00008060 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x03f8 ; opcode: 0100011 ; funct3: 010 ; funct7: 0100000, a: fffffb90 ; b: 0000006c ; op: 1 ; alu_out: 00000001 ; ra: 0000006c ; sp: fffffb90 ; a0: 00008060 ; mem_rd_data: 78030000 ; mem_addr: 7fac ; mem_wr_data: 0000006c ; load_out: 78030000
pc: 0x03f8 ; opcode: 0100011 ; funct3: 010 ; funct7: 0100000, a: fffffb90 ; b: 0000006c ; op: 1 ; alu_out: 00000001 ; ra: 0000006c ; sp: fffffb90 ; a0: 00008060 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x03fc ; opcode: 0100011 ; funct3: 010 ; funct7: 0100000, a: fffffb90 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000006c ; sp: fffffb90 ; a0: 00008060 ; mem_rd_data: 78030000 ; mem_addr: 7fa8 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x03fc ; opcode: 0100011 ; funct3: 010 ; funct7: 0100000, a: fffffb90 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000006c ; sp: fffffb90 ; a0: 00008060 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x03fc ; opcode: 0100011 ; funct3: 010 ; funct7: 0100001, a: fffffb90 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000006c ; sp: fffffb90 ; a0: 00008060 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x0400 ; opcode: 0100011 ; funct3: 010 ; funct7: 0100001, a: fffffb90 ; b: 0000000a ; op: 1 ; alu_out: 00000001 ; ra: 0000006c ; sp: fffffb90 ; a0: 00008060 ; mem_rd_data: 78030000 ; mem_addr: 7fb4 ; mem_wr_data: 0000000a ; load_out: 78030000
pc: 0x0400 ; opcode: 0100011 ; funct3: 010 ; funct7: 0100001, a: fffffb90 ; b: 0000000a ; op: 1 ; alu_out: 00000001 ; ra: 0000006c ; sp: fffffb90 ; a0: 00008060 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x0404 ; opcode: 0100011 ; funct3: 010 ; funct7: 0100001, a: fffffb90 ; b: ffffffc4 ; op: 1 ; alu_out: 00000001 ; ra: 0000006c ; sp: fffffb90 ; a0: 00008060 ; mem_rd_data: 78030000 ; mem_addr: 7fb8 ; mem_wr_data: ffffffc4 ; load_out: 78030000
pc: 0x0404 ; opcode: 0100011 ; funct3: 010 ; funct7: 0100001, a: fffffb90 ; b: ffffffc4 ; op: 1 ; alu_out: 00000001 ; ra: 0000006c ; sp: fffffb90 ; a0: 00008060 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x0408 ; opcode: 0100011 ; funct3: 010 ; funct7: 0100001, a: fffffb90 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000006c ; sp: fffffb90 ; a0: 00008060 ; mem_rd_data: 78030000 ; mem_addr: 7fbc ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x0408 ; opcode: 0100011 ; funct3: 010 ; funct7: 0100001, a: fffffb90 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000006c ; sp: fffffb90 ; a0: 00008060 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x040c ; opcode: 0100011 ; funct3: 010 ; funct7: 0100001, a: fffffb90 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000006c ; sp: fffffb90 ; a0: 00008060 ; mem_rd_data: 78030000 ; mem_addr: 7fc0 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x040c ; opcode: 0100011 ; funct3: 010 ; funct7: 0100001, a: fffffb90 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000006c ; sp: fffffb90 ; a0: 00008060 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x0410 ; opcode: 0100011 ; funct3: 010 ; funct7: 0100001, a: fffffb90 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000006c ; sp: fffffb90 ; a0: 00008060 ; mem_rd_data: 78030000 ; mem_addr: 7fc4 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x0410 ; opcode: 0100011 ; funct3: 010 ; funct7: 0100001, a: fffffb90 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000006c ; sp: fffffb90 ; a0: 00008060 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x0414 ; opcode: 0100011 ; funct3: 010 ; funct7: 0100001, a: fffffb90 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000006c ; sp: fffffb90 ; a0: 00008060 ; mem_rd_data: 78030000 ; mem_addr: 7fc8 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x0414 ; opcode: 0100011 ; funct3: 010 ; funct7: 0100001, a: fffffb90 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000006c ; sp: fffffb90 ; a0: 00008060 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x0418 ; opcode: 0100011 ; funct3: 010 ; funct7: 0100001, a: fffffb90 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000006c ; sp: fffffb90 ; a0: 00008060 ; mem_rd_data: 78030000 ; mem_addr: 7fcc ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x0418 ; opcode: 0100011 ; funct3: 010 ; funct7: 0100001, a: fffffb90 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000006c ; sp: fffffb90 ; a0: 00008060 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x0418 ; opcode: 0010011 ; funct3: 000 ; funct7: 0100001, a: fffffb90 ; b: 00000000 ; op: 1 ; alu_out: fffffb90 ; ra: 0000006c ; sp: fffffb90 ; a0: 00008060 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x041c ; opcode: 0010011 ; funct3: 000 ; funct7: 0100001, a: fffffb90 ; b: 00000424 ; op: 0 ; alu_out: ffffffb4 ; ra: 0000006c ; sp: fffffb90 ; a0: 00008060 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x041c ; opcode: 0100011 ; funct3: 010 ; funct7: 0000000, a: fffffb90 ; b: 00000424 ; op: 0 ; alu_out: 00000001 ; ra: 0000006c ; sp: fffffb90 ; a0: 00008060 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x0420 ; opcode: 0100011 ; funct3: 010 ; funct7: 0000000, a: fffffb90 ; b: ffffffb4 ; op: 1 ; alu_out: 00000001 ; ra: 0000006c ; sp: fffffb90 ; a0: 00008060 ; mem_rd_data: 78030000 ; mem_addr: 7b9c ; mem_wr_data: ffffffb4 ; load_out: 78030000
pc: 0x0420 ; opcode: 0100011 ; funct3: 010 ; funct7: 0000000, a: fffffb90 ; b: ffffffb4 ; op: 1 ; alu_out: 00000001 ; ra: 0000006c ; sp: fffffb90 ; a0: 00008060 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x0420 ; opcode: 0010011 ; funct3: 000 ; funct7: 0000000, a: fffffb90 ; b: ffffffb4 ; op: 1 ; alu_out: fffffb44 ; ra: 0000006c ; sp: fffffb90 ; a0: 00008060 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0424 ; opcode: 0010011 ; funct3: 000 ; funct7: 0000000, a: 00008060 ; b: 00000000 ; op: 0 ; alu_out: 00008060 ; ra: 0000006c ; sp: fffffb90 ; a0: 00008060 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0428 ; opcode: 0010011 ; funct3: 000 ; funct7: 0000000, a: fffffb90 ; b: 00000010 ; op: 0 ; alu_out: fffffba0 ; ra: 0000006c ; sp: fffffb90 ; a0: 00008060 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0428 ; opcode: 0010011 ; funct3: 000 ; funct7: 0000000, a: fffffb90 ; b: 00000010 ; op: 0 ; alu_out: fffffba0 ; ra: 0000006c ; sp: fffffb90 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0428 ; opcode: 1101111 ; funct3: 111 ; funct7: 1101000, a: fffffb90 ; b: 00000010 ; op: 0 ; alu_out: 00000010 ; ra: 0000006c ; sp: fffffb90 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x013c ; opcode: 1101111 ; funct3: 111 ; funct7: 1101000, a: xxxxxxxx ; b: 00000000 ; op: 1 ; alu_out: 00000000 ; ra: 0000006c ; sp: fffffb90 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x013c ; opcode: 1101111 ; funct3: 111 ; funct7: 1101000, a: xxxxxxxx ; b: 00000000 ; op: 1 ; alu_out: 00000000 ; ra: 0000042c ; sp: fffffb90 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x013c ; opcode: 0010011 ; funct3: 000 ; funct7: 1111010, a: xxxxxxxx ; b: 00000000 ; op: 1 ; alu_out: xxxxxxxx ; ra: 0000042c ; sp: fffffb90 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0140 ; opcode: 0010011 ; funct3: 000 ; funct7: 1111010, a: fffffb90 ; b: ffffff50 ; op: 0 ; alu_out: fffffae0 ; ra: 0000042c ; sp: fffffb90 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0140 ; opcode: 0010011 ; funct3: 000 ; funct7: 1111010, a: fffffb90 ; b: ffffff50 ; op: 0 ; alu_out: fffffae0 ; ra: 0000042c ; sp: fffffae0 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0140 ; opcode: 0100011 ; funct3: 010 ; funct7: 0000101, a: fffffb90 ; b: ffffff50 ; op: 0 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffae0 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x0144 ; opcode: 0100011 ; funct3: 010 ; funct7: 0000101, a: fffffae0 ; b: 0000042c ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffae0 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 7b8c ; mem_wr_data: 0000042c ; load_out: 78030000
pc: 0x0144 ; opcode: 0100011 ; funct3: 010 ; funct7: 0000101, a: fffffae0 ; b: 0000042c ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffae0 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x0148 ; opcode: 0100011 ; funct3: 010 ; funct7: 0000101, a: fffffae0 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffae0 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 7b88 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x0148 ; opcode: 0100011 ; funct3: 010 ; funct7: 0000101, a: fffffae0 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffae0 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x014c ; opcode: 0100011 ; funct3: 010 ; funct7: 0000101, a: fffffae0 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffae0 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 7b84 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x014c ; opcode: 0100011 ; funct3: 010 ; funct7: 0000101, a: fffffae0 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffae0 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x0150 ; opcode: 0100011 ; funct3: 010 ; funct7: 0000101, a: fffffae0 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffae0 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 7b80 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x0150 ; opcode: 0100011 ; funct3: 010 ; funct7: 0000101, a: fffffae0 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffae0 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x0150 ; opcode: 0100011 ; funct3: 010 ; funct7: 0000100, a: fffffae0 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffae0 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x0154 ; opcode: 0100011 ; funct3: 010 ; funct7: 0000100, a: fffffae0 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffae0 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 7b7c ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x0154 ; opcode: 0100011 ; funct3: 010 ; funct7: 0000100, a: fffffae0 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffae0 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x0158 ; opcode: 0100011 ; funct3: 010 ; funct7: 0000100, a: fffffae0 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffae0 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 7b78 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x0158 ; opcode: 0100011 ; funct3: 010 ; funct7: 0000100, a: fffffae0 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffae0 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x015c ; opcode: 0100011 ; funct3: 010 ; funct7: 0000100, a: fffffae0 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffae0 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 7b74 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x015c ; opcode: 0100011 ; funct3: 010 ; funct7: 0000100, a: fffffae0 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffae0 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x0160 ; opcode: 0100011 ; funct3: 010 ; funct7: 0000100, a: fffffae0 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffae0 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 7b70 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x0160 ; opcode: 0100011 ; funct3: 010 ; funct7: 0000100, a: fffffae0 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffae0 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x0164 ; opcode: 0100011 ; funct3: 010 ; funct7: 0000100, a: fffffae0 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffae0 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 7b6c ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x0164 ; opcode: 0100011 ; funct3: 010 ; funct7: 0000100, a: fffffae0 ; b: 00000000 ; op: 1 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffae0 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 78030000
pc: 0x0164 ; opcode: 0010011 ; funct3: 000 ; funct7: 0000000, a: fffffae0 ; b: 00000000 ; op: 1 ; alu_out: fffffae0 ; ra: 0000042c ; sp: fffffae0 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0168 ; opcode: 0010011 ; funct3: 000 ; funct7: 0000000, a: fffffba0 ; b: 00000000 ; op: 0 ; alu_out: fffffba0 ; ra: 0000042c ; sp: fffffae0 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0168 ; opcode: 0000011 ; funct3: 100 ; funct7: 0000000, a: fffffba0 ; b: 00000000 ; op: 0 ; alu_out: fffffba0 ; ra: 0000042c ; sp: fffffae0 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x016c ; opcode: 0000011 ; funct3: 100 ; funct7: 0000000, a: 00008060 ; b: 00000000 ; op: 1 ; alu_out: 00008060 ; ra: 0000042c ; sp: fffffae0 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 0060 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x016c ; opcode: 0000011 ; funct3: 100 ; funct7: 0000000, a: 00008060 ; b: 00000000 ; op: 1 ; alu_out: 00008060 ; ra: 0000042c ; sp: fffffae0 ; a0: fffffba0 ; mem_rd_data: 31323334 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000034
pc: 0x016c ; opcode: 0000011 ; funct3: 100 ; funct7: 0000000, a: 00008060 ; b: 00000000 ; op: 1 ; alu_out: 00008060 ; ra: 0000042c ; sp: fffffae0 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x016c ; opcode: 1100011 ; funct3: 000 ; funct7: 0010011, a: 00008060 ; b: 00000000 ; op: 1 ; alu_out: 00008060 ; ra: 0000042c ; sp: fffffae0 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0170 ; opcode: 1100011 ; funct3: 000 ; funct7: 0010011, a: 00000034 ; b: 00000000 ; op: 1 ; alu_out: 00000034 ; ra: 0000042c ; sp: fffffae0 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0170 ; opcode: 0010011 ; funct3: 000 ; funct7: 0000000, a: 00000034 ; b: 00000000 ; op: 1 ; alu_out: 00000034 ; ra: 0000042c ; sp: fffffae0 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0174 ; opcode: 0010011 ; funct3: 000 ; funct7: 0000000, a: ffffffb4 ; b: 00000000 ; op: 0 ; alu_out: ffffffb4 ; ra: 0000042c ; sp: fffffae0 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0178 ; opcode: 0010011 ; funct3: 000 ; funct7: 0000000, a: 00000000 ; b: 00000000 ; op: 0 ; alu_out: 00000000 ; ra: 0000042c ; sp: fffffae0 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0178 ; opcode: 0010011 ; funct3: 000 ; funct7: 0000001, a: 00000000 ; b: 00000000 ; op: 0 ; alu_out: 00000000 ; ra: 0000042c ; sp: fffffae0 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x017c ; opcode: 0010011 ; funct3: 000 ; funct7: 0000001, a: 00000000 ; b: 00000025 ; op: 0 ; alu_out: 00000025 ; ra: 0000042c ; sp: fffffae0 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x017c ; opcode: 1100011 ; funct3: 000 ; funct7: 0000010, a: 00000000 ; b: 00000025 ; op: 0 ; alu_out: 00000025 ; ra: 0000042c ; sp: fffffae0 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0180 ; opcode: 1100011 ; funct3: 000 ; funct7: 0000010, a: 00000034 ; b: 00000025 ; op: 1 ; alu_out: 00000059 ; ra: 0000042c ; sp: fffffae0 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0180 ; opcode: 0100011 ; funct3: 000 ; funct7: 0000000, a: 00000034 ; b: 00000025 ; op: 1 ; alu_out: 00000059 ; ra: 0000042c ; sp: fffffae0 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0184 ; opcode: 0100011 ; funct3: 000 ; funct7: 0000000, a: fffffba0 ; b: 00000034 ; op: 1 ; alu_out: fffffbd4 ; ra: 0000042c ; sp: fffffae0 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 7ba0 ; mem_wr_data: 00000034 ; load_out: 00000000
pc: 0x0184 ; opcode: 0100011 ; funct3: 000 ; funct7: 0000000, a: fffffba0 ; b: 00000034 ; op: 1 ; alu_out: fffffbd4 ; ra: 0000042c ; sp: fffffae0 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0184 ; opcode: 0010011 ; funct3: 000 ; funct7: 0000000, a: fffffba0 ; b: 00000034 ; op: 1 ; alu_out: fffffbd4 ; ra: 0000042c ; sp: fffffae0 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0188 ; opcode: 0010011 ; funct3: 000 ; funct7: 0000000, a: fffffba0 ; b: 00000001 ; op: 0 ; alu_out: fffffba1 ; ra: 0000042c ; sp: fffffae0 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x018c ; opcode: 0010011 ; funct3: 000 ; funct7: 0000000, a: 00008060 ; b: 00000001 ; op: 0 ; alu_out: 00008061 ; ra: 0000042c ; sp: fffffae0 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0190 ; opcode: 0010011 ; funct3: 000 ; funct7: 0000000, a: 00000000 ; b: 00000001 ; op: 0 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffae0 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0190 ; opcode: 0000011 ; funct3: 100 ; funct7: 0000000, a: 00000000 ; b: 00000001 ; op: 0 ; alu_out: 00000001 ; ra: 0000042c ; sp: fffffae0 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0194 ; opcode: 0000011 ; funct3: 100 ; funct7: 0000000, a: 00008061 ; b: 00000000 ; op: 1 ; alu_out: 00008061 ; ra: 0000042c ; sp: fffffae0 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 0061 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0194 ; opcode: 0000011 ; funct3: 100 ; funct7: 0000000, a: 00008061 ; b: 00000000 ; op: 1 ; alu_out: 00008061 ; ra: 0000042c ; sp: fffffae0 ; a0: fffffba0 ; mem_rd_data: 00000000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0194 ; opcode: 0000011 ; funct3: 100 ; funct7: 0000000, a: 00008061 ; b: 00000000 ; op: 1 ; alu_out: 00008061 ; ra: 0000042c ; sp: fffffae0 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0194 ; opcode: 1100011 ; funct3: 001 ; funct7: 1111111, a: 00008061 ; b: 00000000 ; op: 1 ; alu_out: 00008061 ; ra: 0000042c ; sp: fffffae0 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
pc: 0x0198 ; opcode: 1100011 ; funct3: 001 ; funct7: 1111111, a: 00000000 ; b: 00000000 ; op: 1 ; alu_out: 00000000 ; ra: 0000042c ; sp: fffffae0 ; a0: fffffba0 ; mem_rd_data: 78030000 ; mem_addr: 0000 ; mem_wr_data: 00000000 ; load_out: 00000000
